Num_Acc,inverse_data,week_day,state,severity,weather,location,hrmn,lum,vehicle_type,vehicle_model,engine_size,driver_sex,driver_age,car_age,casualty_severity,casualty_age,casualty_sex,social_class,casualty_type,pedestrian_or_passenger,severity_description,weather_description,location_description,vehicle_type_description,engine_size_description,driver_sex_description,casualty_severity_description,casualty_type_description
AID0524,2022-09-28,T,GJ,Moderate,Fog,Loc172,1046,Night,Car,Model18,2717,M,21,2,Serious,78,F,Upper,Car Passenger,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0525,2023-12-16,S,UP,Minor,Clear,Loc49,0151,Daylight,Car,Model41,823,F,30,17,Slight,21,F,Working,Motorcyclist,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0526,2023-01-21,W,OD,Severe,Storm,Loc93,0436,Night,Bus,Model18,2991,M,65,13,Serious,1,F,Working,Car Passenger,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0527,2023-03-07,T,DL,Severe,Fog,Loc16,0230,Night,Car,Model39,2581,F,48,7,Fatal,33,M,Upper,Pedestrian,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0528,2023-03-23,T,MH,Moderate,Rain,Loc170,0054,Daylight,Bus,Model1,2097,F,37,6,Fatal,4,F,Upper,Car Passenger,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0529,2022-04-02,T,MN,Minor,Clear,Loc178,1738,Daylight,Car,Model21,2207,F,48,13,Fatal,58,M,Upper,Pedestrian,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0530,2023-12-29,M,UK,Minor,Rain,Loc198,0405,Twilight,Bus,Model14,813,F,51,5,Slight,61,F,Upper,Car Passenger,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0531,2023-07-28,F,BR,Severe,Rain,Loc10,0227,Twilight,Bus,Model24,932,F,60,16,Fatal,27,M,Upper,Cyclist,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0532,2023-09-01,T,UP,Severe,Fog,Loc106,0749,Night,Truck,Model22,2304,M,34,5,Fatal,42,M,Working,Motorcyclist,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0533,2022-05-02,S,WB,Minor,Storm,Loc193,1400,Twilight,Motorcycle,Model12,2327,M,67,9,Fatal,14,F,Upper,Car Passenger,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0534,2022-07-21,S,CG,Minor,Snow,Loc41,2001,Daylight,Bus,Model3,1389,M,52,7,Slight,38,M,Upper,Car Passenger,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0535,2022-07-09,W,SK,Moderate,Snow,Loc130,0936,Night,Truck,Model13,2431,M,49,6,Slight,74,F,Middle,Motorcyclist,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0536,2023-02-28,T,UP,Severe,Fog,Loc103,1012,Night,Motorcycle,Model12,1445,F,42,5,Slight,80,M,Upper,Pedestrian,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0537,2023-04-28,T,MZ,Minor,Snow,Loc164,0426,Daylight,Truck,Model46,1396,F,45,11,Fatal,24,M,Middle,Motorcyclist,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0538,2023-11-13,S,DL,Moderate,Fog,Loc94,2237,Night,Motorcycle,Model31,2348,F,34,13,Fatal,75,M,Middle,Cyclist,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0539,2023-02-01,M,OD,Moderate,Clear,Loc63,1243,Night,Bus,Model15,1323,F,49,20,Serious,19,M,Middle,Motorcyclist,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0540,2023-11-24,S,NL,Severe,Storm,Loc17,0709,Twilight,Motorcycle,Model1,2112,F,47,9,Serious,21,F,Working,Pedestrian,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0541,2023-08-20,T,KL,Minor,Snow,Loc27,1802,Daylight,Motorcycle,Model28,2258,F,24,2,Slight,29,M,Middle,Motorcyclist,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0542,2022-05-11,M,TR,Severe,Storm,Loc161,1752,Night,Motorcycle,Model28,2533,M,18,12,Fatal,4,M,Working,Cyclist,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0543,2022-01-14,S,TN,Severe,Snow,Loc103,1224,Night,Truck,Model10,1521,M,31,14,Fatal,33,M,Working,Pedestrian,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0544,2022-07-27,S,CG,Minor,Clear,Loc157,1836,Daylight,Truck,Model47,1758,F,43,0,Fatal,27,M,Upper,Car Passenger,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0545,2022-11-28,M,AP,Severe,Fog,Loc84,0558,Daylight,Motorcycle,Model37,2501,M,70,16,Fatal,21,F,Working,Motorcyclist,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0546,2022-10-15,S,MZ,Moderate,Storm,Loc166,0456,Night,Truck,Model42,2703,F,50,0,Serious,74,M,Working,Car Passenger,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0547,2022-12-21,F,KA,Minor,Clear,Loc167,0411,Night,Truck,Model30,1991,F,18,1,Fatal,1,F,Working,Car Passenger,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0548,2022-01-21,T,UP,Minor,Storm,Loc50,2311,Twilight,Car,Model14,2056,F,67,5,Slight,79,F,Upper,Car Passenger,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0549,2022-12-14,T,BR,Severe,Clear,Loc101,1432,Twilight,Truck,Model47,2924,F,23,18,Serious,18,M,Upper,Cyclist,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0550,2023-09-08,S,GA,Severe,Storm,Loc123,1002,Night,Bus,Model4,1552,M,64,9,Fatal,28,F,Upper,Pedestrian,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0551,2022-12-14,W,TN,Severe,Rain,Loc20,0628,Daylight,Truck,Model48,2789,F,37,18,Serious,25,M,Upper,Car Passenger,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0552,2022-10-16,W,KA,Severe,Clear,Loc74,1820,Night,Motorcycle,Model3,1325,F,48,7,Serious,35,M,Upper,Pedestrian,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0553,2023-02-16,S,SK,Minor,Snow,Loc5,0949,Daylight,Bus,Model32,1113,F,31,18,Serious,31,F,Middle,Cyclist,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0554,2022-05-23,S,AP,Severe,Rain,Loc14,0333,Daylight,Bus,Model5,1429,F,37,5,Fatal,47,M,Upper,Pedestrian,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0555,2022-05-19,W,UP,Minor,Clear,Loc111,1143,Night,Car,Model1,928,F,22,6,Slight,47,M,Upper,Car Passenger,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0556,2022-11-28,S,MN,Moderate,Rain,Loc191,0134,Twilight,Motorcycle,Model46,2499,F,67,13,Serious,38,M,Upper,Motorcyclist,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0557,2023-11-28,T,NL,Severe,Rain,Loc93,1014,Night,Truck,Model1,1797,F,25,0,Fatal,52,F,Working,Motorcyclist,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0558,2022-04-27,M,NL,Severe,Snow,Loc133,0550,Night,Bus,Model20,2833,F,69,9,Fatal,11,F,Working,Cyclist,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0559,2022-04-08,M,AS,Moderate,Storm,Loc60,0728,Twilight,Motorcycle,Model8,1337,F,42,9,Fatal,64,F,Working,Motorcyclist,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0560,2023-01-16,S,TN,Moderate,Snow,Loc3,0545,Daylight,Car,Model50,1120,F,60,7,Fatal,38,M,Middle,Cyclist,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0561,2022-06-09,S,AR,Moderate,Rain,Loc78,1134,Night,Bus,Model36,1817,F,51,11,Slight,68,M,Working,Car Passenger,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0562,2023-11-14,F,MZ,Moderate,Storm,Loc138,0946,Daylight,Car,Model8,2670,F,35,6,Serious,14,M,Working,Pedestrian,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0563,2023-01-08,F,GJ,Moderate,Fog,Loc101,1541,Twilight,Bus,Model1,1793,M,27,5,Fatal,70,M,Working,Car Passenger,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0564,2023-06-18,T,PB,Severe,Fog,Loc101,1659,Daylight,Motorcycle,Model30,1102,M,35,7,Slight,22,F,Middle,Car Passenger,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0565,2023-05-08,T,NL,Minor,Snow,Loc124,1627,Daylight,Truck,Model42,2857,F,40,10,Fatal,46,M,Upper,Pedestrian,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0566,2023-10-11,M,HP,Minor,Storm,Loc142,1459,Daylight,Motorcycle,Model9,1414,M,32,17,Fatal,32,F,Middle,Cyclist,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0567,2022-05-29,S,NL,Minor,Snow,Loc46,0248,Daylight,Truck,Model18,2118,M,37,14,Serious,48,M,Middle,Cyclist,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0568,2022-06-22,W,GA,Minor,Storm,Loc173,0512,Daylight,Motorcycle,Model24,2817,F,44,6,Slight,21,F,Working,Motorcyclist,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0569,2023-09-03,S,MZ,Severe,Clear,Loc3,1219,Twilight,Truck,Model22,932,M,32,13,Fatal,53,F,Middle,Motorcyclist,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0570,2022-02-08,M,DL,Severe,Fog,Loc72,1241,Twilight,Motorcycle,Model35,1451,M,68,17,Fatal,17,M,Upper,Motorcyclist,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0571,2023-02-16,F,MH,Minor,Fog,Loc104,0620,Night,Car,Model50,2814,F,59,6,Serious,77,M,Upper,Motorcyclist,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0572,2022-07-02,T,HP,Minor,Rain,Loc116,1253,Daylight,Truck,Model23,1181,F,35,11,Serious,5,M,Working,Cyclist,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0573,2023-03-17,F,MZ,Minor,Fog,Loc175,0509,Daylight,Bus,Model10,2027,M,18,11,Slight,46,F,Middle,Pedestrian,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0574,2023-05-31,T,NL,Minor,Storm,Loc72,1028,Daylight,Bus,Model5,2086,F,66,20,Fatal,45,M,Working,Cyclist,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0575,2022-04-25,W,MZ,Severe,Clear,Loc150,1345,Twilight,Motorcycle,Model4,1179,M,25,11,Slight,3,F,Upper,Pedestrian,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0576,2022-03-09,T,MN,Severe,Rain,Loc11,0309,Daylight,Motorcycle,Model34,2902,M,43,1,Fatal,53,F,Upper,Motorcyclist,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0577,2023-09-23,F,SK,Severe,Clear,Loc139,0752,Night,Car,Model43,1628,M,55,17,Serious,49,M,Working,Pedestrian,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0578,2023-11-17,W,MH,Moderate,Storm,Loc34,1711,Night,Bus,Model4,2215,M,66,20,Slight,62,F,Upper,Motorcyclist,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0579,2023-12-20,F,KA,Severe,Fog,Loc53,0715,Night,Truck,Model44,2301,F,58,18,Fatal,53,M,Middle,Car Passenger,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
